@RELATION ARFF_TRAINING

@ATTRIBUTE word STRING
@ATTRIBUTE commonfirstname1 {T, F}
@ATTRIBUTE commonlastname1 {T, F}
@ATTRIBUTE dictionaryfeature1 {T, F}
@ATTRIBUTE killword1 {T, F}
@ATTRIBUTE honorific1 {T, F}
@ATTRIBUTE location1 {T, F}
@ATTRIBUTE prefix1 {T, F}
@ATTRIBUTE suffix1 {T, F}
@ATTRIBUTE authorfirstname1 {T, F}
@ATTRIBUTE authorlastname1 {T, F}
@ATTRIBUTE partofspeech1 {period, comma, hyphen, conjunction, article, other}
@ATTRIBUTE lexicalfeature1 {number, punct, CapLetter, capitalized, AllCaps}
@ATTRIBUTE commonfirstname2 {T, F}
@ATTRIBUTE commonlastname2 {T, F}
@ATTRIBUTE dictionaryfeature2 {T, F}
@ATTRIBUTE killword2 {T, F}
@ATTRIBUTE honorific2 {T, F}
@ATTRIBUTE location2 {T, F}
@ATTRIBUTE prefix2 {T, F}
@ATTRIBUTE suffix2 {T, F}
@ATTRIBUTE authorfirstname2 {T, F}
@ATTRIBUTE authorlastname2 {T, F}
@ATTRIBUTE partofspeech2 {period, comma, hyphen, conjunction, article, other}
@ATTRIBUTE lexicalfeature2 {number, punct, CapLetter, capitalized, AllCaps}
@ATTRIBUTE commonfirstname3 {T, F}
@ATTRIBUTE commonlastname3 {T, F}
@ATTRIBUTE dictionaryfeature3 {T, F}
@ATTRIBUTE killword3 {T, F}
@ATTRIBUTE honorific3 {T, F}
@ATTRIBUTE location3 {T, F}
@ATTRIBUTE prefix3 {T, F}
@ATTRIBUTE suffix3 {T, F}
@ATTRIBUTE authorfirstname3 {T, F}
@ATTRIBUTE authorlastname3 {T, F}
@ATTRIBUTE partofspeech3 {period, comma, hyphen, conjunction, article, other}
@ATTRIBUTE lexicalfeature3 {number, punct, CapLetter, capitalized, AllCaps}
@ATTRIBUTE commonfirstname4 {T, F}
@ATTRIBUTE commonlastname4 {T, F}
@ATTRIBUTE dictionaryfeature4 {T, F}
@ATTRIBUTE killword4 {T, F}
@ATTRIBUTE honorific4 {T, F}
@ATTRIBUTE location4 {T, F}
@ATTRIBUTE prefix4 {T, F}
@ATTRIBUTE suffix4 {T, F}
@ATTRIBUTE authorfirstname4 {T, F}
@ATTRIBUTE authorlastname4 {T, F}
@ATTRIBUTE partofspeech4 {period, comma, hyphen, conjunction, article, other}
@ATTRIBUTE lexicalfeature4 {number, punct, CapLetter, capitalized, AllCaps}
@ATTRIBUTE commonfirstname5 {T, F}
@ATTRIBUTE commonlastname5 {T, F}
@ATTRIBUTE dictionaryfeature5 {T, F}
@ATTRIBUTE killword5 {T, F}
@ATTRIBUTE honorific5 {T, F}
@ATTRIBUTE location5 {T, F}
@ATTRIBUTE prefix5 {T, F}
@ATTRIBUTE suffix5 {T, F}
@ATTRIBUTE authorfirstname5 {T, F}
@ATTRIBUTE authorlastname5 {T, F}
@ATTRIBUTE partofspeech5 {period, comma, hyphen, conjunction, article, other}
@ATTRIBUTE lexicalfeature5 {number, punct, CapLetter, capitalized, AllCaps}
@ATTRIBUTE classification INTEGER

@data
';', F, F, F, F, F, F, F, F, F, F, other, number, F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, number, 0
'molding', F, F, T, F, F, F, F, F, F, F, other, CapLetter, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, comma, punct, 0
'17', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, 0
',', F, F, T, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, 0
'60', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, T, F, F, F, F, F, F, T, other, other, 0
'0', F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, F, F, other, other, 0
'elements', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, T, article, other, 0
'reduces', F, F, F, F, F, F, F, F, F, F, other, number, F, F, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, T, article, other, F, T, T, F, F, F, F, F, F, T, other, other, 0
'the', F, F, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, T, article, other, F, T, T, F, F, F, F, F, F, T, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
'cost', F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, T, article, other, F, T, T, F, F, F, F, F, F, T, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
' ', F, T, T, F, F, F, F, F, F, T, other, other, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, T, F, F, F, T, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'&', , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, T, F, F, F, T, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, comma, punct, 0
'Trafton', , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, T, F, F, F, T, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, 1
',', F, F, F, F, F, F, F, F, F, F, other, punct, F, T, F, F, F, T, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, 0
'20', F, T, F, F, F, T, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'02', F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, T, T, T, F, F, T, F, F, F, F, other, capitalized, 0
';', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, T, T, T, F, F, T, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, comma, punct, 0
'Anderson', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, T, T, T, F, F, T, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, comma, punct, T, T, T, F, F, T, F, F, F, F, other, capitalized, 1
',', F, F, F, F, F, F, F, F, F, F, other, punct, T, T, T, F, F, T, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, comma, punct, T, T, T, F, F, T, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, comma, punct, 2
'Conrad', T, T, T, F, F, T, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, comma, punct, T, T, T, F, F, T, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, punct, 2
',', F, F, F, F, F, F, F, F, F, F, comma, punct, T, T, T, F, F, T, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, T, F, F, F, T, F, F, F, F, other, capitalized, 0
'&', T, T, T, F, F, T, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, T, F, F, F, T, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, comma, punct, 0
'Corbett', F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, T, F, F, F, T, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, 1
',', F, F, F, F, F, F, F, F, F, F, other, punct, F, T, F, F, F, T, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, 0
'19', F, T, F, F, F, T, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'89', F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, period, punct, 0
')', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, T, F, F, F, F, F, F, F, other, capitalized, 0
'.', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, T, F, F, F, F, F, F, F, other, capitalized, , F, F, F, F, F, F, F, F, F, F, other, other, 0
'It', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, T, F, F, F, F, F, F, F, other, capitalized, , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
' ', F, F, T, F, F, F, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, T, F, F, F, T, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, 0
''', , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, AllCaps, 0
'"', , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, AllCaps, , F, F, F, F, F, F, F, F, F, F, other, other, 0
'TITLE', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, AllCaps, , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
' ', F, F, F, F, F, F, F, F, F, F, other, AllCaps, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, T, F, F, F, T, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, 0
''', , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, T, F, F, F, F, F, T, T, article, other, 0
'Within', , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, T, F, F, F, F, F, T, T, article, other, F, F, T, F, F, F, F, F, F, F, other, other, 0
'the', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, T, F, F, F, F, F, T, T, article, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, 0
'context', F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, T, F, F, F, F, F, T, T, article, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, 0
'of', F, F, T, F, F, F, F, F, T, T, article, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, 0
'this', F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, comma, punct, 0
'article', F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, punct, 0
',', F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, AllCaps, 0
'"', F, F, T, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, AllCaps, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'MILDEP', F, F, F, F, F, F, F, F, F, F, comma, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, AllCaps, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, T, F, other, other, 0
'"', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, AllCaps, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, 0
'is', F, F, F, F, F, F, F, F, F, F, other, AllCaps, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, T, F, F, T, F, other, other, 0
'used', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, T, F, F, T, F, other, other, F, F, T, F, F, F, F, F, T, T, article, other, 0
'as', F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, T, F, F, T, F, other, other, F, F, T, F, F, F, F, F, T, T, article, other, F, F, T, F, F, F, F, F, F, F, other, other, 0
'the', F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, T, F, F, T, F, other, other, F, F, T, F, F, F, F, F, T, T, article, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, 0
'typical', F, F, T, F, F, T, F, F, T, F, other, other, F, F, T, F, F, F, F, F, T, T, article, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, 0
'example', F, F, T, F, F, F, F, F, T, T, article, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, T, F, article, other, 0
'of', F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, T, F, article, other, F, F, T, F, F, F, F, F, F, F, other, other, 0
'a', F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, T, F, article, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, 0
'source', F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, F, F, F, T, F, article, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, T, F, F, F, F, other, other, 0
'of', F, F, T, F, F, F, F, F, T, F, article, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, T, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
'security', F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, T, F, other, other, F, F, T, F, F, T, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
' ', F, F, T, F, F, T, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, T, F, F, F, T, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, other, 0
''Val'', , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, T, F, F, F, F, F, F, F, other, capitalized, 0
'.', , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, T, F, F, F, F, F, F, F, other, capitalized, F, F, T, F, F, F, F, F, F, T, other, other, 0
'It', F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, T, F, F, F, F, F, F, F, other, capitalized, F, F, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, T, F, article, other, 0
'was', F, F, F, F, F, F, F, F, F, F, period, punct, F, F, T, F, F, F, F, F, F, F, other, capitalized, F, F, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, T, F, article, other, F, F, T, F, F, F, F, F, F, F, other, other, 0
'a', F, F, T, F, F, F, F, F, F, F, other, capitalized, F, F, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, T, F, article, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, T, other, other, 0
'joint', F, F, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, T, F, article, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, T, other, other, F, F, F, F, F, F, F, F, F, F, period, punct, 0
'task', F, F, T, F, F, F, F, F, T, F, article, other, F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, T, other, other, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, T, F, F, F, F, F, F, F, other, capitalized, 0
'.', F, F, T, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, T, other, other, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, T, F, F, F, F, F, F, F, other, capitalized, F, T, T, F, F, F, F, F, T, T, other, other, 0
'It', F, F, T, F, F, F, F, F, F, T, other, other, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, T, F, F, F, F, F, F, F, other, capitalized, F, T, T, F, F, F, F, F, T, T, other, other, F, T, T, F, F, F, F, F, F, T, other, other, 0
'has', F, F, F, F, F, F, F, F, F, F, period, punct, F, F, T, F, F, F, F, F, F, F, other, capitalized, F, T, T, F, F, F, F, F, T, T, other, other, F, T, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, F, F, other, other, 0
'been', F, F, T, F, F, F, F, F, F, F, other, capitalized, F, T, T, F, F, F, F, F, T, T, other, other, F, T, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, T, T, F, F, F, F, F, F, T, other, other, 0
'tested', F, T, T, F, F, F, F, F, T, T, other, other, F, T, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, T, T, F, F, F, F, F, F, T, other, other, F, T, T, F, F, F, F, F, F, T, other, other, 0
'from', F, T, T, F, F, F, F, F, F, T, other, other, F, F, T, F, F, F, F, F, F, F, other, other, F, T, T, F, F, F, F, F, F, T, other, other, F, T, T, F, F, F, F, F, F, T, other, other, T, T, T, F, F, T, F, F, T, T, other, other, 0
'every', F, F, T, F, F, F, F, F, F, F, other, other, F, T, T, F, F, F, F, F, F, T, other, other, F, T, T, F, F, F, F, F, F, T, other, other, T, T, T, F, F, T, F, F, T, T, other, other, F, F, F, F, F, F, F, F, F, F, period, punct, 0
'angle', F, T, T, F, F, F, F, F, F, T, other, other, F, T, T, F, F, F, F, F, F, T, other, other, T, T, T, F, F, T, F, F, T, T, other, other, F, F, F, F, F, F, F, F, F, F, period, punct, , F, F, F, F, F, F, F, F, F, F, other, other, 0
'.', F, T, T, F, F, F, F, F, F, T, other, other, T, T, T, F, F, T, F, F, T, T, other, other, F, F, F, F, F, F, F, F, F, F, period, punct, , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
' ', F, F, F, F, F, F, F, F, F, F, period, punct, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, T, F, F, F, T, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, other, 0
''f', , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
' ', F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, T, F, F, F, T, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, other, 0
''long', , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, 0
'haul'', , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, T, T, T, F, F, T, F, F, T, T, other, other, 0
'networking', F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, T, T, T, F, F, T, F, F, T, T, other, other, F, F, T, F, F, F, F, F, F, F, other, capitalized, 0
'in', F, F, F, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, T, T, T, F, F, T, F, F, T, T, other, other, F, F, T, F, F, F, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, other, number, 0
'Oct', F, F, T, F, F, F, F, F, F, F, other, other, T, T, T, F, F, T, F, F, T, T, other, other, F, F, T, F, F, F, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, period, punct, 0
'79', T, T, T, F, F, T, F, F, T, T, other, other, F, F, T, F, F, F, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, F, F, F, F, F, F, F, F, article, capitalized, 0
'.', F, F, T, F, F, F, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, F, F, F, F, F, F, F, F, article, capitalized, F, F, F, F, F, F, F, F, F, F, other, number, 0
'The', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, period, punct, F, F, F, F, F, F, F, F, F, F, article, capitalized, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, other, 0
'80', F, F, F, F, F, F, F, F, F, F, period, punct, F, F, F, F, F, F, F, F, F, F, article, capitalized, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, 0
''s', F, F, F, F, F, F, F, F, F, F, article, capitalized, F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
'concept', F, F, F, F, F, F, F, F, F, F, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, T, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
' ', F, F, T, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, T, F, F, F, T, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'(', , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, , F, F, F, F, F, F, F, F, F, F, other, other, 0
'(', , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, 0
' ', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, T, F, F, F, T, other, number, F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'(', , F, F, F, F, F, F, F, F, F, F, other, other, , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, 0
'+', , F, F, F, F, F, F, F, F, F, F, other, other, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, 0
')', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, other, capitalized, 0
'Associazione', F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, punct, F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, F, F, F, F, F, F, F, F, other, capitalized, F, F, T, F, F, F, F, F, F, F, other, capitalized, 0
